"،ﺷﺌﻨﺠﺎﯓ ﺳﯩﻤﺎﯞﺗﻮﯓ ﯨﻨﺘەﺭﻧەﺕ ﺋﻠﯩﻢ-ﺗەﺣﻨﯩﻜﺎ ﭼەﻛﺘﯣﯢ ﺷەﺭﯨﻜﺘﯩﮕﯩﻨﯩﻦ ﺋﻤﭙﻮﺭﺕ ﻛﯡﺭﮔﯡﺯﻣﯡﺳﯣﻧﯡ 2- ﺟﻮﻟﯘ ﻗﺎﺗﯩﺸﯘﯗﺳﯘ",ky
ﺑﯩﻴﯩﻞ ﺍﻻﺭ ﮔﯩﺮﯗﺯﯨﻴﺎ ﻣەﻧەﻥ 2020- ﺟﯩﻠﺪﯨﻖ ﺟﯣﺯﯢﻡ ﺍﺭﺍﻋﻰ ﻛﯡﻣﯡﻛﺘﯡﺷﺘﯣﻙ ﺯﺍﻛﺎﺳﯩﻨﺎ ﻗﻮﻝ ﻗﻮﻳﯘﺷﺘﯘ,ky
"ﺷەﺭﯨﻜﺘﯩﻜﺘﯩﻦ ﻭﺭﯗﻧﺒﺎﺳﺎﺭ ﺩەﺭەﻛﺘﻮﺭﯗ ﻟﺌﻰ ﻳﺎﻥ ﻗﺎﺑﺎﺭﭼﯩﻌﺎ ﻣﯘﺭﺩﺍ ﺷەﺭﯨﻜﺘﯩﻚ ﻧەﮔﯩﺰﯨﻨەﻥ ﻗﯘﺭﯗﻟﯘﺵ ﻣﺎﺷﺌﻨﺎ ﺟﺎﺑﺪﯗﯗﻻﺭﻯ، ﯢﻱ",ky
":ﺟﺎﺑﺪﯗﯗﻻﺭﻯ، ﺣﺌﻤﯩﻴﺎ ﯠﻧﯡﺭ ﺟﺎﻱ ﭼﯩﻴﻜﻰ ﻣﺎﺗەﺭﯨﻴﺎﻟﺪﺍﺭﯨﻦ ەﻛﯩﺴﭙﻮﺭﺕ ﻗﯩﻠﯘﯗ ﻣەﻧەﻥ ﺍﻟەﻛﺘەﻧە ﺗﯘﺭﻋﺎﻧﯩﻦ ﺍﻳﺘﯩﭗ ﻣﯩﻨﺪﺍﻱ ﺩەﺩﻯ",ky
"ﺋﻤﭙﻮﺭﺕ ﻛﯡﺭﮔﯡﺯﻣﯡﺳﯣﻧﯡ ﻗﺎﺗﯩﺸﯩﭗ ﻛﯡﺯ ﭼﺎﺑﯩﺘﯩﺒﯩﺰ ﻛەﯕﯩﺮﺩﻯ، ﺑﯘﻝ ﻣﺎﻣﻠەﻛەﺕ ﺋﭽﻰ ﺟﺎﻧﺎ ﺷﺌﻨﺠﺎﯓ ﯨﭽﯩﻨﺪەﮔﻰ ﻗﯩﺮﺩﺍﺭﻻﺭﺩﻯ",ky
"،ﻭﺷﻮﻧﯘ ﻣەﻧەﻥ ﻗﺎﺗﺎﺭ، ﯗﺷﯘﻝ ەﻛﻰ ﺟﯩﻠﺪﺍ، ﻣﺎﻣﻠەﻛەﺕ ﺟﺎﻧﺎ ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻥ ﺋﻤﭙﻮﺭﺕ- ەﻛﯩﺴﭙﻮﺭﺗﻘﻮ ﺍﻳﺎﺑﺎﻱ ﻣﺎﺍﻧﺌﻰ ﺑەﺭﯨﭗ",ky
"ﻛﯡﭘﺘﯡﮔﯡﻥ ﺳﺎﻳﺎﺳﺎﺗﺘﺎﺭ ﻣەﻧەﻥ ﻗﻮﻟﺪﻭﺩﯗ، ﺍﻳﺮﯨﻘﭽﺎ ﺗﺎﻣﻮﺟﻨﺎﺩﺍﻥ ﯠﺗﻜﯡﺭﯢﯢ ﺍﻳﺎﺑﺎﻱ ﺗەﺯ ﺑﻮﻟﯘﯗﺩﺍ، ﺑﯘﻝ ﺑﺌﺰﺩﯨﻦ ﺋﻤﭙﻮﺭﺕ ﻛەﺳﯩﺒﯩﻦ",ky
"،ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻧﺪﯗﻕ ﭘﺎﺭﺗﻜﻮﻡ ﺗﯘﺭﯗﻗﺘﯘﯗ ﻣﯣﭼﯡﻟﯡﺭ )ﻛەﯕەﻳﺘﯩﻠﮕەﻥ(ﺟﯩﻴﻨﺎﻟﯩﺸﻰ ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻧﺪﯗﻥ »ﺍﻟﻌﺎﭼﻘﻰ ﻣﯣﺩﯠﯠﻧﯣ ﯗﻧﯘﺗﺒﺎﻱ",ky
"ﺟﺎﻗﺸﻰ ﺳﺎﻳﺎﺳﺎﺕ، ﺗﺎﻣﻮﺟﻨﺎﺩﺍﻥ ﺗەﺯ ﯠﺗﻜﯡﺭﯢﯢ ﺍﻟﯩﭗ ﻛەﻟﮕەﻥ ﯨﺸەﻧﯩﻤﮕە ﺳﯡﯠﻧﯣﭖ، ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻧﯘﺑﯘﺯﺩﺍﻋﻰ ﻛەﺭﻗﺎﻧﺎﻻﺭ ﺟﯩﺒەﻙ",ky
"-ﺟﻮﻟﯘ ەﻛﻮﻧﻮﻣﯩﻜﺎﻟﯩﻖ ﺍﻟﻘﺎﻋﻰ ﯠﺯﯠﻛﺘﯣﯢ ﺭﺍﻳﻮﻧﯘ ﻗﺎﺗﺘﻮﻭ ﺗﯣﻳﯣﻧﯣ ﺑﻮﺭﺑﻮﺭﯗ، ﺳﻮﻭﺩﺍ ﺯﺍﺕ ﺟﯣﮔﯣﺭﺗﯣﯢ ﺑﻮﺭﺑﻮﺭﯗ، ﻣﺎﺩﺍﻧﺌﻴﺎﺕ ﺋﻠﯩﻢ",ky
"ﺍﻋﺎﺭﺗﯘﯗ ﺑﻮﺭﺑﻮﺭﯗ، ﺩﺍﺭﯨﻠﻮﻭ ﺗەﻳﻠﯡﯠ ﺑﻮﺭﺑﻮﺭﯗ، ﺭﺍﻳﻮﻧﺪﯗﻕ ﺍﻗﭽﺎ ﻣﺎﻣﯩﻠە ﺑﻮﺭﺑﻮﺭﯗﻧﺎﻥ ﺗﯘﺭﻋﺎﻥ 5 ﭼﻮﯓ ﺑﻮﺭﺑﻮﺭﺩﯗ ﯨﻤەﺭﭼﯩﻜﺘەﭖ",ky
"ﺑەﺭەﻛەﺗﯩﻦ ﯗﻻﻧﺪﯗﯗ ﺑەﻛەﻣﺪەﭖ، ﺑەﻳﭙﯩﻞ، ﺑﺎﻳﻜەﺭ، ﺷﺎﻳﻜەﺷﺘﯣﯢ ﻛﯡﺭﻛﯡﻡ ﺑﻮﻟﻌﻮﻥ ﺍﻗﺴﯘﯗﻧﯘ ﻗﯘﺭﯗﭖ ﭼﯩﻌﯘﯗ ﯢﭼﯣﻥ ﯨﺸﺘﯩﻜﺘﯣﯢ",ky
"ﺑﯘﻝ ﺟﻮﻟﻘﯘ ﺋﻤﭙﻮﺭﺕ ﻛﯡﺭﮔﯡﺯﻣﯡﺳﯣﻧﺪﯠ، ﺷﺌﻨﺠﺎﯓ ەﻝ ﺍﺭﺍﻟﯩﻖ ﻗﯘﺭﻋﺎﻗﺘﯩﻖ ﭘﻮﺭﺕ)ﺗﻮﺑﯘ( ﭼەﻛﺘﯣﯢ ﺷەﺭﯨﻜﺘﯩﮕﻰ ﻣەﻧەﻥ 3",ky
"ﺷەﺭﯨﻜﺘﯩﻚ ﻗﺎﻣﺪﻭﻭ ﺟەﻟەﺳﻰ ﺑﻮﻳﯘﻧﭽﺎ ﺍﻗﭽﺎ ﻣﺎﻣﯩﻠە، ﺗﻮﭘﺘﯘﻕ ەﻛﻮﻟﻮﮔﯩﻴﺎﻟﯩﻖ ﭼﺎﻣﻌﺎﺭﺍﻕ ﻗﯘﺭﯗﻟﯘﺷﯘ ﺟﺎﻧﺎ ﺗەﻳﻠﯡﯠ ﺳﻮﻭﺩﺍﺳﻰ",ky
"ﻛﯡﻣﯡﻛﺘﯡﺷﺘﯣﻙ ﺗﯣﺭﯢﻧﯡ ﻗﻮﻝ ﻗﻮﻳﯘﺷﯘﭖ، ﺯﺍﺕ ﺗﻮﺭﯗ ﻣﺎﺍﻟﯩﻤﺎﺗﻰ ﺟﺎﻧﺎ ﺍﻗﯩﻞ ﺟﯡﻧﺪﯠﻣﺪﯢﯢ ﻗﯘﺭﻋﺎﻗﺘﯩﻖ ﭘﻮﺭﺕ ﻗﯘﺭﯗﻟﯘﺷﯘ ﺑﻮﻳﯘﻧﭽﺎ",ky
"ﺟﺎﻗﺘﺎﺭﺩﺍ ﻛﯡﭘﺘﯡﮔﯡﻥ ﻛەﺭﻗﺎﻧﺎﻻﺭ ﻣەﻧەﻥ ﻛﯡﻣﯡﻛﺘﯡﺷﺘﯣﻛﺘﯣ ﻗﯘﻻﭺ ﺟﺎﻳﺪﯨﺮﺩﻯ، ﯗﭼﯘﺭﺩﺍ ﺑەﻳﺠﯩﻦ ﻓﯩﯖﺸﺌﻴﺎﯓ ﺋﻠﯩﻢ- ﺗەﺣﻨﯩﻜﺎ",ky
"ﺍﻧﺪﺍﻥ ﺳﯩﺮﺕ، ﻭﺭﯗﺳﯩﻴﺎ، ﺋﺘﺎﻟﺌﻴﺎﻧﯩﻦ ﺯﺍﺕ ﺟﯣﮔﯣﺭﺗﯣﯢ ﻛەﺭﻗﺎﻧﺎﻻﺭﻯ ﻭﺷﻮﻧﺪﻭﻱ ەﻟە ﺑەﻟﮕﯩﻴﺎﻧﯩﻦ ﭘﺎﺭﺗﯘ ﻣەﻧەﻥ ﯨﺴﺘﯩﺮﺍﺗەﮔﯩﻴﺎﻟﯩﻖ",ky
"ﻛﯡﻣﯡﻛﺘﯡﺷﺘﯣﻙ ﺗﯣﺭﯢﻧﯡ ﻗﻮﻝ ﻗﻮﻳﯘﺷﯘﭖ، ﺯﺍﺕ ﺗﻮﺭﯗ ﻣﺎﺍﻟﯩﻤﺎﺗﻰ ﺟﺎﻧﺎ ﺍﻗﯩﻞ ﺟﯡﻧﺪﯠﻣﺪﯢﯢ ﻗﯘﺭﻋﺎﻗﺘﯩﻖ ﭘﻮﺭﺕ ﻗﯘﺭﯗﻟﯘﺷﯘ ﺑﻮﻳﯘﻧﭽﺎ",ky
"ﺷﺌﻨﺠﺎﯕﺪﯨﻦ 19 ﺩﺍﺭﯨﻠﻮﻭ ﺍﭘﭙﺎﺭﺍﺗﻰ ﺑﺌﺮ ﺗﻮﭖ ﺍﻟﺪﯨﻨﻘﻰ ﺟﺎﺑﺪﯗﯗﻻﺭﺩﻯ ﺳﺎﺗﯩﭗ ﺍﻟﯩﭗ، ﺟﯩﺒەﻙ ﺟﻮﻟﯘ ەﻛﻮﻧﻮﻣﯩﻜﺎﻟﯩﻖ ﺍﻟﻘﺎﻋﻰ",ky
"ﺩﺍﺭﯨﻠﻮﻭ ﺗەﻳﻠﯡﯠ ﺑﻮﺭﺑﻮﺭﯗﻧﯘﻥ ﺩﺍﺭەﻣەﺗﯩﻦ ﺍﺷﯩﺮﺩﻯ، ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻧﺪﯗﻕ ﻛﯡﻛﯣﺭﯠﻙ ﺑﯡﻟﯣﻣﯣ ﻭﻭﺭﯗﻻﺭﻯ ﺩﻭﻗﺘﯘﺭﻗﺎﻧﺎﺳﯩﻨﯩﻦ",ky
"ﺑﺎﺷﭽﯩﺴﻰ ﺷﺎﯞﻛەﺕ ﻣەﺟﯩﺖ ﺩﻭﻗﺘﯘﺭﻗﺎﻧﺎﻧﯩﻦ ﻓﺌﻠﯩﭗ، ﺳەﻣﯩﻨﯩﺰ ﺷەﺭﯨﻜﺘﯩﻜﺘەﺭﻯ ﻣەﻧەﻥ ﺩﻭﭘﻠەﺭ ﺗﯣﺳﺘﯣﯢ ﯗﻟﺘﺌﺮﺍ ﺩﻭﻭﺷﺘﻮ",ky
"ﺍﭘﭙﺎﺭﺍﺗﯩﻦ ﺳﺎﺗﯩﭗ CT ﺗەﻛﺸەﺭﯢﯢ ﺍﺳﭙﺎﺑﻰ، ﺗﯩﻨﯩﻖ ﺍﻟﯘﯗﻧﯘ ﯗﻗﺘﺎﻋﺎﻧﺪﺍ ﻛﯡﺯﯠﻣﯡﻟﺪﯠﭖ ﯠﻟﭽﯡﯠ ﺳﯩﺴﺘەﻣﺎﺳﻰ ﺟﺎﻧﺎ ﻗﻮﺵ ﻗﺎﻳﻨﺎﺭﻟﯘﯗ",ky
"ﺍﻟﯘﯗ ﻛەﻟﯩﺸﯩﻤﻨﺎﺍﻣﺎﺳﯩﻨﺎ ﻗﻮﻝ ﻗﻮﻳﯘﺷﻘﺎﻧﯩﻦ ﺗﺎﺍﻧﯩﺸﺘﯩﺮﯨﭗ ﻣﯩﻨﺪﺍﻱ ﺩەﺩﻯ: ﺟﺎﺑﺪﯗﯗﻻﺭﺩﻯ ﺟﺎﯕﯩﻠﻮﻭ ﺍﺭﻗﯩﻠﯘﯗ، ﻭﻭﺭﯗ ﻣﯣﻧﯡﺯﺩﯠﯠﻧﯣﻥ",ky
"ﺗﯡﭘﺘﯣﻙ ﺩﺍﺭﺍﺟﺎﺳﻰ ﻣﯘﺭﺩﺍﻋﯩﺪﺍﻥ ﺩﺍﻋﯩﺪﺍ ﺟﻮﻋﻮﺭﯗ ﺑﻮﻟﺪﯗ، ﻗﺎﻟﯩﯔ ﺍﺭ ﯗﻟﯘﺕ ﻗﺎﻻﻳﯩﻖ ﻗﺎﻟﻘﯩﻦ ﺩﺍﻋﯩﺪﺍ ﺟﺎﻗﺸﻰ، ﺩﺍﻋﯩﺪﺍ ﺳﺎﭘﺎﺗﺘﯘﯗ",ky
"ﺩﺍﺭﯨﻠﻮﻭ ﺗەﻳﻠﯡﯠ ﺑﻮﺭﺑﻮﺭﯗﻧﯘﻥ ﺩﺍﺭەﻣەﺗﯩﻦ ﺍﺷﯩﺮﺩﻯ، ﺍﭘﺘﻮﻧﻮﻡ ﺭﺍﻳﻮﻧﺪﯗﻕ ﻛﯡﻛﯣﺭﯠﻙ ﺑﯡﻟﯣﻣﯣ ﻭﻭﺭﯗﻻﺭﻯ ﺩﻭﻗﺘﯘﺭﻗﺎﻧﺎﺳﯩﻨﯩﻦ",ky
"ﺟﺎﻗﯩﻨﻘﻰ ﺟﯩﻠﺪﺍﺭﺩﺍﻥ ﺑەﺭﻯ، ﺷﺌﻨﺠﺎﯓ ﯠﺯﯢﻧﺪﯢﻙ ﺍﺭﺗﯩﻘﭽﯩﻠﯩﻌﯩﻦ ﺗﻮﻟﯘﻕ ﻛﯡﺭﺳﯡﺗﯣﭖ، ﺗﺎﺭﯨﺤﯩﻲ ﻭﯕﯘﺗﺘﯘ ﻗﻮﻟﺪﻭﻥ ﺑەﺭﺑەﻱ، »ﺑﺌﺮ",ky
"ﺍﻟﻘﺎﻕ، ﺑﺌﺮ ﺟﻮﻝ « ﻗﯘﺭﯗﻟﯘﺷﯘﻧﺎ ﯨﺸﺘﯩﻜﺘﯣﯢ ﺟﯘﯗﺭﯗﻟﯘﺷﯘﭖ، ﯨﭽﻜە، ﺳﯩﺮﺗﻘﺎ ﺍﭼﯩﭗ ﺟﯩﺒەﺭﯢﯢ ﺍﺭﯨﺸﯩﻦ ﺑﺎﭼﯩﻤﺪﺍﺗﯩﭗ، ﭼﯩﻌﯩﺶ",ky
"ﻣەﻧەﻥ ﺑﯩﺮﮔەﻟەﺷﯩﭗ، ﺑﺎﺗﯩﺸﻘﺎ ﭼﯩﻌﺎﺭﯗﯗﻧﯘﻥ ەﻝ ﺍﺭﺍﻟﯩﻖ ﺳﻮﻭﺩﺍ ﺟﻮﻟﯘﻥ ﺍﭼﯩﭗ، ﺟﯩﺒەﻙ ﺟﻮﻟﯘ ەﻛﻮﻧﻮﻣﯩﻜﺎﻟﯩﻖ ﺍﻟﻘﺎﻋﻰ ﯠﺯﯠﻛﺘﯣﯢ",ky
"ﺭﺍﻳﻮﻥ ﻗﯘﺭﯗﻟﯘﺷﯘﻥ ﺑﺎﭼﯩﻤﺪﺍﺗﯩﭗ، ەﻛﻮﻧﻮﻣﯩﻜﺎﻟﯩﻖ ﯠﻧﯣﮔﯣﯢﻧﯣﻥ ﻗﯘﺭﯗﻟﻤﺎﺳﯩﻦ ﯠﺯﮔﯡﺭﺗﯣﭖ، ﭼﺎﺭ ﺗﺎﺭﺍﭘﺘﯘﯗ ﺍﭼﯩﭗ ﺟﯩﺒەﺭﯢﯢ",ky
"،ﺑەﺗﻜەﻱ ﺍﻻﺭﻋﺎ ﺗەﻳﻠﯡﯠ، ﺋﺰ ﻗﯘﺑﺎﻟﻮﻭ، ﺑﺎﺷﻘﺎﺭﯗﯗ ﺍﺭﻗﯩﻠﯘﯗ، ﻛەﺳﯩﭗ ﺑﻮﻳﯘﻧﭽﺎ ﺗﯣﺭﮔﯡ ﺑﯡﻟﯣﭖ، ﺍﻋﺎﺭﺗﯘﯗ، ﺳﺎﻻﻣﺎﺗﺘﯩﻘﺘﻰ ﺳﺎﻗﺘﻮﻭ",ky
"ﯗﭼﯘﺭﺩﺍ، ﺟﯘﯕﮕﻮ ﺷﺌﻨﺠﺎﯓ 170 ﻣﺎﻣﻠەﻛەﺕ ﺟﺎﻧﺎ ﺭﺍﻳﻮﻥ ﻣەﻧەﻥ ەﻛﻮﻧﻮﻣﯩﻜﺎﻟﯩﻖ ﺳﻮﻭﺩﺍ ﺑﺎﻳﻼﻧﯩﺸﯩﻦ ﻭﺭﻧﻮﺗﺘﯘ",ky
"ﺋﻤﭙﻮﺭﺕ ﻛﯡﺭﮔﯡﺯﻣﯡﺳﯣﻧﺪﯠ، ﺟﯘﯕﮕﻮ ەﻝ ﺍﺭﺍﻟﯩﻖ ﺳﻮﻭﺩﺍ ﻗﻮﻭﻣﯘ ﻗﺎﺭﺍﻣﺎﻱ ﺑﯡﻟﯣﻣﭽﯡ ﻗﻮﻭﻣﯘ ﻭﺭﯗﺳﯩﻴﺎ ﺟﺎﯕﻰ ﺳﯩﺒﯩﺮﯨﻴﺎ ﯠﻧﯡﺭ",ky
ﺟﺎﻱ ﺳﻮﻭﺩﺍ ﻗﻮﻭﻣﯘ ﻣەﻧەﻥ ﺋﻤﭙﻮﺭﺕ ﻛﯡﺭﮔﯡﺯﻣﯡﺳﯣﻧﺪﯠ ﻗﺎﺭﺍﻣﺎﻱ ﺷﺎﺍﺭﻯ ﻣەﻧەﻥ ﺳﯩﺒەﺭﯨﻴﺎ ﺭﺍﻳﻮﻧﯘ ﺳﻮﻭﺩﺍ ﻗﻮﻭﻣﯘ ﻛﯡﻣﯡﻛﺘﯡﺷﯣﯢ,ky
"ﻛەﻟﯩﺸﯩﻤﯩﻨە ﻗﻮﻝ ﻗﻮﻳﯘﺷﯘﭖ، ەﻛﻰ ﺗﺎﺭﺍﭖ ﺗﻮﯞﺍﺭ ﺳﻮﻭﺩﺍﺳﻰ، ﻣﺎﺩﺍﻧﺌﻴﺎﺕ ﺳﺎﻳﺎﻗﺎﺕ، ﺋﻠﯩﻢ- ﺗەﺣﻨﯩﻜﺎﺩﺍ ﺟﺎﯕﯩﻠﯩﻖ ﺟﺎﺭﺍﺗﯘﯗ",ky
ﺳﯩﻴﺎﻗﺘﯘﯗ ﺳﺎﻻﺍﻻﺭ ﺩﺍﻋﻰ ﺑﺌﺮ ﺩەﻣﺠﯩﻲ ﻛﯡﻣﯡﻛﺘﯡﺷﯣﯢﻧﯣ ﻛﯣﭼﯡﺗﻤﯡﻱ ﺑﻮﻟﺪﯗ,ky
:ﻭﺭﯗﺳﯩﻴﺎ ﺟﺎﯕﻰ ﺳەﺑﯩﺮﯨﻴﺎ ﯠﻧﯡﺭ ﺳﻮﻭﺩﺍ ﻗﻮﻭﻣﯘﻧﯘﻥ ﻭﺭﯗﻧﺒﺎﺳﺎﺭ ﺑﺎﺷﭽﯩﺴﻰ ﺣﯩﻠﺘﺎﻧﮕﻮﯞ ﯞﺋﻼﺩﯨﻤﯩﺮ ﻓﯩﺪەﺭﺍﯞﯨﭻ ﻣﯩﻨﺪﺍﻱ ﺩەﻳﺖ,ky
"ﻣﯩﻨﺪﺍﻥ ﻣﯘﺭﺩﺍ ﺑﺌﺰﺩﯨﻦ ﯨﭽﯩﻤﺪﯨﻚ ﺳﯘﯗﺑﯘﺯ، ﻭﺭﯗﺳﯩﻴﺎﻧﯩﻦ ﻣﺎﺭﻭﺟﻨﺌﺴﻰ ﺳﯩﻴﺎﻗﺘﯘﯗﻻﺭ ﻛﯡﻣﯡﻛﺘﯡﺷﺘﯣﻙ ﺍﺭﻗﯩﻠﯘﯗ ﺟﯘﯕﮕﻮ ﺑﺎﺯﺍﺭﯨﻨﺎ",ky
"ﻛﯩﺮﮔەﻥ، ﺍﺯﯨﺮ ﺟﺎﻋﺪﺍﻱ ﺑﺎﺭ ﺑﻮﻟﺪﯗ، ﻛﯡﭘﭽﯣﻟﯣﻙ ﯨﺸﺘەﺭﯨﺒﯩﺰﺩﻯ ﺟﺎﻗﺸﻰ ﯨﺸﺘەﺳەﻙ ەﻟە ﺑﻮﻟﻌﻮﻧﯘ",ky
ﻗﺎﺭﺍﻣﺎﻱ ﺷﺎﺍﺭﺩﯨﻖ ﭘﺎﺭﺗﻜﻮﻣﺪﯗﻥ ﻭﺭﯗﻧﺒﺎﺳﺎﺭ ﺷﯘﺟﺌﺴﻰ ﻳﯘﺍﻧﮕﺎﯓ:,ky
